ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,ChannelType,SiteNumber,SampleLocation,tbl_ShinerRiparianCorridor_Season,RiparianCover_0to25_m,RiparianCover_26to50_m,RiparianCover_51to75_m,RiparianCover_76to100_m,RiparianCover_GT100_m,StreamBankErosionCover
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,3,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,4,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,4,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,1,L,2009,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,1,R,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,2,L,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,3,L,2009,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,3,R,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,4,L,2009,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,main,4,R,2009,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,1,R,2010,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,2,R,2010,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,3,L,2010,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,3,R,2010,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,4,L,2010,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,4,R,2010,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,5,L,2010,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep08,2010,9/8/2010 0:00:00,9/8/2010 0:00:00,main,5,R,2010,3,3,3,3,3,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,1,R,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,2,R,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,3,L,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,3,R,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,4,L,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,4,R,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,5,L,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep19,2013,9/19/2013 0:00:00,9/19/2013 0:00:00,main,5,R,2013,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,1,R,2014,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,2,R,2014,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,3,L,2014,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,3,R,2014,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,4,L,2014,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,4,R,2014,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,1,R,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,2,R,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,3,L,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,3,R,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,4,L,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,4,R,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,5,L,2015,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,main,5,R,2015,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,1,L,2016,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,2,R,2016,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,3,L,2016,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,4,R,2016,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,5,L,2016,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep02,2016,9/2/2016 0:00:00,9/2/2016 0:00:00,main,5,R,2016,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,main,1,R,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,main,2,R,2017,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,main,3,R,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,main,4,L,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,main,4,R,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,main,2,R,2018,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,main,3,R,2018,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,main,4,R,2018,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,main,1,R,2019,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,main,2,R,2019,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,main,3,R,2019,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,main,4,L,2019,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,main,4,R,2019,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,main,2,R,2021,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,main,4,R,2021,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,1,L,2001,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,1,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,2,L,2001,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,2,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,3,L,2001,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,3,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,4,L,2001,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,4,R,2001,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,5,L,2001,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,main,5,R,2001,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,main,1,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,main,1,R,2002,3,3,3,3,3,0
