ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,Pct_CloudCover,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01upper,1,mainstem,Pasture Name: Windmill,Creek 1 - Upper,,Chase,,TAPRUPP01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,10/5/2005 0:00:00,10/5/2005 0:00:00,,-999,Unknown,Unknown,Unknown,-1,moderate flow between pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,8/28/2001 0:00:00,8/28/2001 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,Pool 1 net was not deep enough.  Pool was seined 3 times.  Scour pool adjacent to road.  Pool 2 seined before gabitat measures could be taken.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,10/2/2002 0:00:00,10/2/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,raining,Plunge pool for the road culvert
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct06,10/6/2003 0:00:00,10/6/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct04,10/4/2004 0:00:00,10/4/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct03,10/3/2005 0:00:00,10/3/2005 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep07,9/7/2008 0:00:00,9/7/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep08,9/8/2009 0:00:00,9/8/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,raining,Rained last week and again this morning/afternoon.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02lower,2,mainstem,Pasture Name: Brome,Creek 2 - Lower,,Chase,,TAPRLOW02,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep02,9/2/2015 0:00:00,9/2/2015 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,only sampled three sites
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,2,mainstem,Pasture Name: West Traps,Creek 2 - Middle,,Chase,,TAPRMID02,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug30,8/30/2001 0:00:00,8/30/2001 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,2,mainstem,Pasture Name: West Traps,Creek 2 - Middle,,Chase,,TAPRMID02,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,10/3/2002 0:00:00,10/3/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,raining,Pool 2 snaged bottom. ran twice.  Pool 3 nothing found
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,2,mainstem,Pasture Name: West Traps,Creek 2 - Middle,,Chase,,TAPRMID02,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct06,10/6/2003 0:00:00,10/6/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,2,mainstem,Pasture Name: West Traps,Creek 2 - Middle,,Chase,,TAPRMID02,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct04,10/4/2004 0:00:00,10/4/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,Digital Images--picture of what looks like M Topeka Shiner; #1 &#2-big one may be Sand Shiner; #3 &#4 have orange fins and are female
Tallgrass Prairie National Preserve,TAPR,TAPRShiner02middl,2,mainstem,Pasture Name: West Traps,Creek 2 - Middle,,Chase,,TAPRMID02,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct03,10/3/2005 0:00:00,10/3/2005 0:00:00,,-999,Unknown,Unknown,Unknown,-1,isolated pools,partly cloudy,There is not a pool 5.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug30,8/30/2001 0:00:00,8/30/2001 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,10/3/2002 0:00:00,10/3/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,10/8/2003 0:00:00,10/8/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,Started raining half way through sampling.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct04,10/4/2004 0:00:00,10/4/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct03,10/3/2005 0:00:00,10/3/2005 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep09,9/9/2007 0:00:00,9/9/2007 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep07,9/7/2008 0:00:00,9/7/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep08,9/8/2009 0:00:00,9/8/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,raining,Rained late previous week and this morning/afternoon.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner04middl,4,mainstem,Pasture Name: Crusher Hill,Creek 4 - Middle,,Chase,,TAPRMID04,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep02,9/2/2015 0:00:00,9/2/2015 0:00:00,,-999,Unknown,Unknown,Unknown,-1,isolated pools,partly cloudy,only four sites sampled
Tallgrass Prairie National Preserve,TAPR,TAPRShiner05middl,5,mainstem,Pasture Name: Crusher Hill,Creek 5 - Middle,,Chase,,TAPRMID05,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,10/3/2002 0:00:00,10/3/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,raining,pool 1 nothing
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct12,10/12/2001 0:00:00,10/12/2001 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,Pool 4:  saw a lot more fish. rocks made seining difficult.  Pool 5:  2 seine runs--First run caught fish but they escaped
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,10/4/2002 0:00:00,10/4/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,10/9/2003 0:00:00,10/9/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,10/7/2004 0:00:00,10/7/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,10/5/2005 0:00:00,10/5/2005 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep13,9/13/2007 0:00:00,9/13/2007 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,9/10/2008 0:00:00,9/10/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,9/9/2009 0:00:00,9/9/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep02,9/2/2015 0:00:00,9/2/2015 0:00:00,,-999,Unknown,Unknown,Unknown,-1,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep07,9/7/2018 0:00:00,9/7/2018 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10middl,10,mainstem,Pasture Name: Two Sections,Creek 10 - Middle,,Chase,,TAPRMID10,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep10,9/10/2021 0:00:00,9/10/2021 0:00:00,Streams low. Rained ~5 inches 6 days prior to sampling these sites on 9/10/2021. Suspect streams were very low 6 days previous.,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner10upper,10,mainstem,Pasture Name: Two Sections,Creek 10 - Upper,,Chase,,TAPRUPP10,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,10/4/2002 0:00:00,10/4/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,10/4/2002 0:00:00,10/4/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,10/9/2003 0:00:00,10/9/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,high flow,partly cloudy,Picture 7 Green Sunfish; 8 Redfin Shiner
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,10/7/2004 0:00:00,10/7/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,10/4/2005 0:00:00,10/4/2005 0:00:00,,-999,Unknown,Unknown,Unknown,-1,moderate flow between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2006Sep18,2006,9/18/2006 0:00:00,9/20/2006 0:00:00,TAPRShiner2006Sep20,9/20/2006 0:00:00,9/20/2006 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,partly cloudy,Ludwigia repeis; eleocharis. veronica; Zarrichela palustris present
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,9/10/2008 0:00:00,9/10/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,9/9/2009 0:00:00,9/9/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep02,9/2/2015 0:00:00,9/2/2015 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep07,9/7/2018 0:00:00,9/7/2018 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner12middl,12,mainstem,Pasture Name: Two Sections,Creek 12 - Middle,,Chase,,TAPRMID12,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep10,9/10/2021 0:00:00,9/10/2021 0:00:00,Streams low. Rained ~5 inches 6 days prior to sampling these sites on 9/10/2021. Suspect streams were very low 6 days previous.,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,Only sampled 3 sites. Water low. Only fish counts collected
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17lower,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Lower,,Chase,,TAPRLOW17,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct01,10/1/2002 0:00:00,10/1/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct01,10/1/2002 0:00:00,10/1/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct07,10/7/2003 0:00:00,10/7/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,Unknown,clear-sunny,no stream flow data collected
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,10/6/2004 0:00:00,10/6/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,10/4/2005 0:00:00,10/4/2005 0:00:00,,-999,Unknown,Unknown,Unknown,-1,trickle between pools,clear-sunny,There were no measurements for pool 5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep10,9/10/2007 0:00:00,9/10/2007 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,raining,no fish collected at all 3 sites
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,9/8/2008 0:00:00,9/8/2008 0:00:00,,-999,Unknown,Unknown,Unknown,-1,trickle between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep10,9/10/2009 0:00:00,9/10/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner17upper,17,mainstem,Pasture Name: Big. formerly West Branch,Creek 17 - Upper,,Chase,,TAPRUPP17,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Sep01,9/1/2015 0:00:00,9/1/2015 0:00:00,,-999,Unknown,Unknown,Unknown,-1,isolated pools,clear-sunny,no fish collected at site one
Tallgrass Prairie National Preserve,TAPR,TAPRShiner18middl,18,mainstem,Pasture Name: Big. formerly West Branch,Creek 18 - Middle,,Chase,,TAPRMID18,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct02,10/2/2002 0:00:00,10/2/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,raining,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Oct13,10/13/2001 0:00:00,10/13/2001 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,cloudy,Pool 2:  seined twice b/c first time resulted in few fish.  Pool 4:  had a lot of macrophytes in water (tubular) only seined 20 or 30 M of pool.
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct05,10/5/2002 0:00:00,10/5/2002 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct09,10/9/2003 0:00:00,10/9/2003 0:00:00,,-999,Unknown,Unknown,Unknown,0,high flow,cloudy,Pictures:  Bluntnose Minnow 24;  ROLL 2 -- Picture 1 Meadow; 2 central stoneroller
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct05,10/5/2004 0:00:00,10/5/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct04,10/4/2005 0:00:00,10/4/2005 0:00:00,,-999,Unknown,Unknown,Unknown,-1,trickle between pools,clear-sunny,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep08,9/8/2008 0:00:00,9/8/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,isolated pools,cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep10,9/10/2009 0:00:00,9/10/2009 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,partly cloudy,
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,8/31/2015 0:00:00,8/31/2015 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,Aquatic veg at site 2 - had to seine around veg
Tallgrass Prairie National Preserve,TAPR,TAPRShiner22lower,22,mainstem,Pasture Name: Big. formerly Gas House,Creek 22 - Lower,,Chase,,TAPRLOW22,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep06,9/6/2018 0:00:00,9/6/2018 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,cloudy,Rained previous afternoon. water came up and was flowing heavy; water was out of banks but receded by day of sampling
