ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,Units
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,8,7.00,52,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,9,8.00,62,0.22,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,10,9.00,60,0.19,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,11,10.00,58,0.13,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,12,11.00,50,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,13,12.00,30,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul31,7/31/2019 0:00:00,7/31/2019 0:00:00,,main,14,13.00,12,0.15,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,2,1.00,26,0.03,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,3,2.00,36,0.16,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,4,3.00,40,0.09,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,5,4.00,40,0.06,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,6,5.00,50,0.03,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,7,6.00,58,0.04,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,8,7.00,78,0.18,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,9,8.00,76,0.34,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,10,9.00,66,0.20,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,11,10.00,62,0.39,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,12,11.00,56,0.20,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,13,12.00,40,0.02,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,14,13.00,24,0.02,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2020Jul29,2020,7/29/2020 0:00:00,8/3/2020 0:00:00,OZRSSprngs2020Jul29,7/29/2020 0:00:00,8/3/2020 0:00:00,Veg Habitat & Inverts for Blue completed on 7/29/20; Inverts for Round sampled on 7/29/20 but Veg Habitat sampled on 8/3/20. No fish sampled at either spring due to COVID19,main,15,14.00,10,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,2,1.00,20,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,3,2.00,28,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,4,3.00,24,0.02,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,5,4.00,22,0.01,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,6,5.00,30,0.30,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,7,6.00,45,0.42,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,8,7.00,60,0.45,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,9,8.00,46,0.08,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,10,9.00,51,0.08,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,11,10.00,41,0.06,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,12,11.00,37,0.06,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,13,12.00,38,0.19,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,14,13.00,22,0.04,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,15,14.00,20,0.17,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,16,15.00,1,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,17,16.00,11,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,18,17.00,4,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE05,05,Spring,,Round Spring,,Shannon,,OZARSPRROU,240,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug01,8/1/2023 0:00:00,8/1/2023 0:00:00,Round Spring transects were spaced every 30 m instead of 24 m due to incorrect reach length in database table. Extra 60 m were sampled at Round Spring due to this error,main,19,18.00,2,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,2,0.50,10,0.45,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,3,1.00,28,0.48,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,4,1.50,40,1.19,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,5,2.00,56,0.97,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,6,2.50,64,1.09,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,7,3.00,68,0.99,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,8,3.50,70,1.43,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,9,4.00,70,1.39,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,10,4.50,66,0.72,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,11,5.00,58,1.27,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,12,5.50,54,1.09,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,13,6.00,50,1.20,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,14,6.50,48,0.75,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,15,7.00,52,0.74,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,16,7.50,52,0.61,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul23,7/23/2007 0:00:00,7/26/2007 0:00:00,,main,17,8.00,8,0.17,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,2,2.00,46,0.03,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,3,4.00,60,0.28,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,4,6.00,72,0.43,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,5,8.00,78,0.45,,metric
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE06,06,Spring,,Welch Spring,,Shannon,,OZARSPRWEL,36,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul25,7/25/2008 0:00:00,7/25/2008 0:00:00,,main,6,10.00,90,0.66,,metric
